Time_ms,Lead_I,Lead_II,Lead_III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
6040.00,0.003016,0.004021,0.001407,-0.002212,0.001005,0.002815,-0.020804,-0.008593,0.002614,0.013619,0.013418,0.002815
6048.00,-0.004635,-0.006181,-0.002163,0.003399,-0.001545,-0.004326,-0.018764,-0.012163,-0.004017,0.004437,0.004746,-0.004326
6056.00,-0.002152,-0.002870,-0.001004,0.001578,-0.000717,-0.002009,-0.019426,-0.011004,-0.001865,0.007417,0.007561,-0.002009
6064.00,0.003184,0.004245,0.001486,-0.002335,0.001061,0.002971,-0.020849,-0.008514,0.002759,0.013820,0.013608,0.002971
6072.00,-0.002072,-0.002763,-0.000967,0.001520,-0.000691,-0.001934,-0.019447,-0.010967,-0.001796,0.007513,0.007651,-0.001934
6080.00,-0.005972,-0.007962,-0.002787,0.004379,-0.001991,-0.005574,-0.018408,-0.012787,-0.005176,0.002834,0.003232,-0.005574
6088.00,-0.000045,-0.000060,-0.000021,0.000033,-0.000015,-0.000042,-0.019988,-0.010021,-0.000039,0.009946,0.009949,-0.000042
6096.00,-0.004753,-0.006338,-0.002218,0.003486,-0.001584,-0.004436,-0.018732,-0.012218,-0.004120,0.004296,0.004613,-0.004436
6104.00,-0.047501,-0.063334,-0.022167,0.034834,-0.015834,-0.044334,-0.007333,-0.032167,-0.041167,-0.047001,-0.043834,-0.044334
6112.00,-0.110221,-0.146961,-0.051437,0.080829,-0.036740,-0.102873,0.009392,-0.061437,-0.095525,-0.122265,-0.114917,-0.102873
6120.00,-0.047528,-0.063371,-0.022180,0.034854,-0.015843,-0.044359,-0.007326,-0.032180,-0.041191,-0.047033,-0.043865,-0.044359
6128.00,0.253137,0.337517,0.118131,-0.185634,0.084379,0.236262,-0.087503,0.108131,0.219386,0.313765,0.296889,0.236262
6136.00,0.647836,0.863781,0.302323,-0.475080,0.215945,0.604647,-0.192756,0.292323,0.561458,0.787403,0.744214,0.604647
6144.00,0.732481,0.976642,0.341825,-0.537153,0.244160,0.683649,-0.215328,0.331825,0.634817,0.888978,0.840145,0.683649
6152.00,0.368057,0.490743,0.171760,-0.269909,0.122686,0.343520,-0.118149,0.161760,0.318983,0.451669,0.427132,0.343520
6160.00,-0.036489,-0.048652,-0.017028,0.026758,-0.012163,-0.034056,-0.010270,-0.027028,-0.031624,-0.033786,-0.031354,-0.034056
6168.00,-0.188815,-0.251754,-0.088114,0.138465,-0.062938,-0.176228,0.030351,-0.098114,-0.163640,-0.216578,-0.203991,-0.176228
6176.00,-0.147400,-0.196533,-0.068787,0.108093,-0.049133,-0.137573,0.019307,-0.078787,-0.127746,-0.166880,-0.157053,-0.137573
6184.00,-0.067551,-0.090068,-0.031524,0.049538,-0.022517,-0.063048,-0.001986,-0.041524,-0.058545,-0.071062,-0.066558,-0.063048
6192.00,-0.022179,-0.029572,-0.010350,0.016265,-0.007393,-0.020701,-0.014086,-0.020350,-0.019222,-0.016615,-0.015136,-0.020701
6200.00,0.001081,0.001442,0.000505,-0.000793,0.000360,0.001009,-0.020288,-0.009495,0.000937,0.011298,0.011226,0.001009
6208.00,0.012093,0.016125,0.005644,-0.008868,0.004031,0.011287,-0.023225,-0.004356,0.010481,0.024512,0.023706,0.011287
6216.00,0.010976,0.014635,0.005122,-0.008049,0.003659,0.010245,-0.022927,-0.004878,0.009513,0.023172,0.022440,0.010245
6224.00,0.014832,0.019776,0.006922,-0.010877,0.004944,0.013844,-0.023955,-0.003078,0.012855,0.027799,0.026810,0.013844
6232.00,0.029290,0.039053,0.013669,-0.021479,0.009763,0.027337,-0.027811,0.003669,0.025385,0.045148,0.043195,0.027337
6240.00,0.038231,0.050975,0.017841,-0.028036,0.012744,0.035682,-0.030195,0.007841,0.033134,0.055877,0.053329,0.035682
6248.00,0.042835,0.057113,0.019990,-0.031412,0.014278,0.039979,-0.031423,0.009990,0.037123,0.061402,0.058546,0.039979
6256.00,0.059113,0.078817,0.027586,-0.043349,0.019704,0.055172,-0.035763,0.017586,0.051231,0.080936,0.076995,0.055172
6264.00,0.080006,0.106674,0.037336,-0.058671,0.026669,0.074672,-0.041335,0.027336,0.069338,0.106007,0.100673,0.074672
6272.00,0.092008,0.122678,0.042937,-0.067473,0.030669,0.085874,-0.044536,0.032937,0.079741,0.120410,0.114276,0.085874
6280.00,0.106793,0.142390,0.049837,-0.078315,0.035598,0.099673,-0.048478,0.039837,0.092554,0.138151,0.131032,0.099673
6288.00,0.132696,0.176928,0.061925,-0.097310,0.044232,0.123850,-0.055386,0.051925,0.115003,0.169235,0.160389,0.123850
6296.00,0.153775,0.205033,0.071762,-0.112768,0.051258,0.143523,-0.061007,0.061762,0.133272,0.194530,0.184278,0.143523
6304.00,0.166193,0.221591,0.077557,-0.121875,0.055398,0.155114,-0.064318,0.067557,0.144034,0.209432,0.198352,0.155114
6312.00,0.185594,0.247459,0.086611,-0.136102,0.061865,0.173221,-0.069492,0.076611,0.160848,0.232713,0.220340,0.173221
6320.00,0.208046,0.277395,0.097088,-0.152567,0.069349,0.194177,-0.075479,0.087088,0.180307,0.259656,0.245786,0.194177
6328.00,0.217437,0.289915,0.101470,-0.159453,0.072479,0.202941,-0.077983,0.091470,0.188445,0.270924,0.256428,0.202941
6336.00,0.221897,0.295862,0.103552,-0.162724,0.073966,0.207103,-0.079172,0.093552,0.192310,0.276276,0.261483,0.207103
6344.00,0.232908,0.310544,0.108690,-0.170799,0.077636,0.217381,-0.082109,0.098690,0.201854,0.289490,0.273962,0.217381
6352.00,0.236841,0.315788,0.110526,-0.173683,0.078947,0.221051,-0.083158,0.100526,0.205262,0.294209,0.278420,0.221051
6360.00,0.226621,0.302161,0.105756,-0.166188,0.075540,0.211513,-0.080432,0.095756,0.196404,0.281945,0.266837,0.211513
6368.00,0.218385,0.291180,0.101913,-0.160149,0.072795,0.203826,-0.078236,0.091913,0.189267,0.272062,0.257503,0.203826
6376.00,0.213588,0.284784,0.099674,-0.156631,0.071196,0.199349,-0.076957,0.089674,0.185110,0.266306,0.252066,0.199349
6384.00,0.196506,0.262008,0.091703,-0.144104,0.065502,0.183406,-0.072402,0.081703,0.170305,0.245807,0.232707,0.183406
6392.00,0.172983,0.230644,0.080725,-0.126854,0.057661,0.161451,-0.066129,0.070725,0.149919,0.217580,0.206047,0.161451
6400.00,0.158282,0.211042,0.073865,-0.116073,0.052761,0.147729,-0.062208,0.063865,0.137177,0.199938,0.189386,0.147729
6408.00,0.142748,0.190330,0.066616,-0.104682,0.047583,0.133231,-0.058066,0.056616,0.123715,0.181297,0.171781,0.133231
6416.00,0.116678,0.155571,0.054450,-0.085564,0.038893,0.108900,-0.051114,0.044450,0.101121,0.150014,0.142235,0.108900
6424.00,0.095200,0.126933,0.044426,-0.069813,0.031733,0.088853,-0.045387,0.034426,0.082506,0.124239,0.117893,0.088853
6432.00,0.083962,0.111949,0.039182,-0.061572,0.027987,0.078365,-0.042390,0.029182,0.072767,0.110755,0.105157,0.078365
6440.00,0.067038,0.089384,0.031284,-0.049161,0.022346,0.062569,-0.037877,0.021284,0.058100,0.090446,0.085976,0.062569
6448.00,0.045717,0.060956,0.021335,-0.033526,0.015239,0.042669,-0.032191,0.011335,0.039622,0.064861,0.061813,0.042669
6456.00,0.036063,0.048084,0.016829,-0.026446,0.012021,0.033659,-0.029617,0.006829,0.031254,0.053275,0.050871,0.033659
6464.00,0.031053,0.041404,0.014491,-0.022772,0.010351,0.028983,-0.028281,0.004491,0.026913,0.047263,0.045193,0.028983
6472.00,0.017259,0.023012,0.008054,-0.012656,0.005753,0.016108,-0.024602,-0.001946,0.014958,0.030710,0.029560,0.016108
6480.00,0.006512,0.008682,0.003039,-0.004775,0.002171,0.006078,-0.021736,-0.006961,0.005643,0.017814,0.017380,0.006078
6488.00,0.007423,0.009897,0.003464,-0.005443,0.002474,0.006928,-0.021979,-0.006536,0.006433,0.018907,0.018412,0.006928
6496.00,0.004451,0.005935,0.002077,-0.003264,0.001484,0.004155,-0.021187,-0.007923,0.003858,0.015342,0.015045,0.004155
6504.00,-0.005715,-0.007620,-0.002667,0.004191,-0.001905,-0.005334,-0.018476,-0.012667,-0.004953,0.003142,0.003523,-0.005334
6512.00,-0.006817,-0.009089,-0.003181,0.004999,-0.002272,-0.006362,-0.018182,-0.013181,-0.005908,0.001820,0.002274,-0.006362
6520.00,-0.002126,-0.002835,-0.000992,0.001559,-0.000709,-0.001984,-0.019433,-0.010992,-0.001843,0.007449,0.007591,-0.001984
6528.00,-0.007110,-0.009481,-0.003318,0.005214,-0.002370,-0.006636,-0.018104,-0.013318,-0.006162,0.001467,0.001941,-0.006636
6536.00,-0.013074,-0.017432,-0.006101,0.009587,-0.004358,-0.012202,-0.016514,-0.016101,-0.011331,-0.005689,-0.004817,-0.012202
6544.00,-0.008112,-0.010816,-0.003785,0.005949,-0.002704,-0.007571,-0.017837,-0.013785,-0.007030,0.000266,0.000807,-0.007571
6552.00,-0.005624,-0.007498,-0.002624,0.004124,-0.001875,-0.005249,-0.018500,-0.012624,-0.004874,0.003251,0.003626,-0.005249
6560.00,-0.012679,-0.016905,-0.005917,0.009298,-0.004226,-0.011834,-0.016619,-0.015917,-0.010988,-0.005215,-0.004369,-0.011834
6568.00,-0.013367,-0.017823,-0.006238,0.009803,-0.004456,-0.012476,-0.016435,-0.016238,-0.011585,-0.006041,-0.005149,-0.012476
6576.00,-0.006683,-0.008911,-0.003119,0.004901,-0.002228,-0.006238,-0.018218,-0.013119,-0.005792,0.001980,0.002426,-0.006238
6584.00,-0.008985,-0.011981,-0.004193,0.006589,-0.002995,-0.008386,-0.017604,-0.014193,-0.007787,-0.000782,-0.000183,-0.008386
6592.00,-0.015197,-0.020263,-0.007092,0.011145,-0.005066,-0.014184,-0.015947,-0.017092,-0.013171,-0.008237,-0.007224,-0.014184
6600.00,-0.010897,-0.014529,-0.005085,0.007991,-0.003632,-0.010171,-0.017094,-0.015085,-0.009444,-0.003076,-0.002350,-0.010171
6608.00,-0.006587,-0.008782,-0.003074,0.004830,-0.002196,-0.006148,-0.018244,-0.013074,-0.005708,0.002096,0.002535,-0.006148
6616.00,-0.012767,-0.017023,-0.005958,0.009362,-0.004256,-0.011916,-0.016595,-0.015958,-0.011065,-0.005320,-0.004469,-0.011916
6624.00,-0.015009,-0.020012,-0.007004,0.011006,-0.005003,-0.014008,-0.015998,-0.017004,-0.013007,-0.008010,-0.007010,-0.014008
6632.00,-0.008224,-0.010966,-0.003838,0.006031,-0.002741,-0.007676,-0.017807,-0.013838,-0.007128,0.000131,0.000679,-0.007676
6640.00,-0.008752,-0.011670,-0.004084,0.006418,-0.002917,-0.008169,-0.017666,-0.014084,-0.007585,-0.000503,0.000081,-0.008169
6648.00,-0.015560,-0.020746,-0.007261,0.011410,-0.005187,-0.014522,-0.015851,-0.017261,-0.013485,-0.008672,-0.007634,-0.014522
6656.00,-0.012695,-0.016927,-0.005925,0.009310,-0.004232,-0.011849,-0.016615,-0.015925,-0.011003,-0.005235,-0.004388,-0.011849
6664.00,-0.007172,-0.009562,-0.003347,0.005259,-0.002391,-0.006694,-0.018088,-0.013347,-0.006215,0.001394,0.001872,-0.006694
6672.00,-0.012311,-0.016415,-0.005745,0.009028,-0.004104,-0.011491,-0.016717,-0.015745,-0.010670,-0.004774,-0.003953,-0.011491
6680.00,-0.016109,-0.021479,-0.007518,0.011813,-0.005370,-0.015035,-0.015704,-0.017518,-0.013961,-0.009331,-0.008257,-0.015035
6688.00,-0.009739,-0.012985,-0.004545,0.007142,-0.003246,-0.009090,-0.017403,-0.014545,-0.008441,-0.001687,-0.001038,-0.009090
6696.00,-0.008507,-0.011342,-0.003970,0.006238,-0.002836,-0.007940,-0.017732,-0.013970,-0.007373,-0.000208,0.000359,-0.007940
6704.00,-0.015478,-0.020637,-0.007223,0.011350,-0.005159,-0.014446,-0.015873,-0.017223,-0.013414,-0.008573,-0.007541,-0.014446
6712.00,-0.014126,-0.018835,-0.006592,0.010359,-0.004709,-0.013185,-0.016233,-0.016592,-0.012243,-0.006952,-0.006010,-0.013185
6720.00,-0.007398,-0.009863,-0.003452,0.005425,-0.002466,-0.006904,-0.018027,-0.013452,-0.006411,0.001123,0.001616,-0.006904
6728.00,-0.010300,-0.013733,-0.004807,0.007553,-0.003433,-0.009613,-0.017253,-0.014807,-0.008926,-0.002360,-0.001673,-0.009613
6736.00,-0.013449,-0.017933,-0.006276,0.009863,-0.004483,-0.012553,-0.016413,-0.016276,-0.011656,-0.006139,-0.005243,-0.012553
6744.00,-0.003981,-0.005308,-0.001858,0.002919,-0.001327,-0.003716,-0.018938,-0.011858,-0.003450,0.005223,0.005488,-0.003716
6752.00,0.005831,0.007775,0.002721,-0.004276,0.001944,0.005442,-0.021555,-0.007279,0.005054,0.016997,0.016609,0.005442
6760.00,0.009826,0.013102,0.004586,-0.007206,0.003275,0.009171,-0.022620,-0.005414,0.008516,0.021792,0.021137,0.009171
6768.00,0.023977,0.031969,0.011189,-0.017583,0.007992,0.022378,-0.026394,0.001189,0.020780,0.038772,0.037174,0.022378
6776.00,0.047897,0.063862,0.022352,-0.035124,0.015966,0.044704,-0.032772,0.012352,0.041510,0.067476,0.064283,0.044704
6784.00,0.062259,0.083012,0.029054,-0.045657,0.020753,0.058109,-0.036602,0.019054,0.053958,0.084711,0.080560,0.058109
6792.00,0.068302,0.091069,0.031874,-0.050088,0.022767,0.063748,-0.038214,0.021874,0.059195,0.091962,0.087409,0.063748
6800.00,0.077161,0.102881,0.036008,-0.056585,0.025720,0.072017,-0.040576,0.026008,0.066873,0.102593,0.097449,0.072017
6808.00,0.077038,0.102717,0.035951,-0.056494,0.025679,0.071902,-0.040543,0.025951,0.066766,0.102445,0.097309,0.071902
6816.00,0.058736,0.078315,0.027410,-0.043073,0.019579,0.054821,-0.035663,0.017410,0.050905,0.080484,0.076568,0.054821
6824.00,0.039983,0.053311,0.018659,-0.029321,0.013328,0.037318,-0.030662,0.008659,0.034652,0.057980,0.055314,0.037318
6832.00,0.029718,0.039625,0.013869,-0.021793,0.009906,0.027737,-0.027925,0.003869,0.025756,0.045662,0.043681,0.027737
6840.00,0.014593,0.019457,0.006810,-0.010701,0.004864,0.013620,-0.023891,-0.003190,0.012647,0.027511,0.026538,0.013620
6848.00,-0.002941,-0.003921,-0.001372,0.002157,-0.000980,-0.002745,-0.019216,-0.011372,-0.002549,0.006471,0.006667,-0.002745
6856.00,-0.006952,-0.009270,-0.003244,0.005098,-0.002317,-0.006489,-0.018146,-0.013244,-0.006025,0.001657,0.002121,-0.006489
6864.00,-0.005305,-0.007073,-0.002475,0.003890,-0.001768,-0.004951,-0.018585,-0.012475,-0.004597,0.003635,0.003988,-0.004951
6872.00,-0.012369,-0.016492,-0.005772,0.009071,-0.004123,-0.011545,-0.016702,-0.015772,-0.010720,-0.004843,-0.004018,-0.011545
6880.00,-0.017002,-0.022670,-0.007934,0.012468,-0.005667,-0.015869,-0.015466,-0.017934,-0.014735,-0.010403,-0.009269,-0.015869
6888.00,-0.010940,-0.014586,-0.005105,0.008022,-0.003647,-0.010210,-0.017083,-0.015105,-0.009481,-0.003127,-0.002398,-0.010210
6896.00,-0.009795,-0.013060,-0.004571,0.007183,-0.003265,-0.009142,-0.017388,-0.014571,-0.008489,-0.001754,-0.001101,-0.009142
6904.00,-0.016796,-0.022395,-0.007838,0.012317,-0.005599,-0.015676,-0.015521,-0.017838,-0.014556,-0.010155,-0.009035,-0.015676
6912.00,-0.015534,-0.020713,-0.007249,0.011392,-0.005178,-0.014499,-0.015857,-0.017249,-0.013463,-0.008641,-0.007606,-0.014499
6920.00,-0.009311,-0.012414,-0.004345,0.006828,-0.003104,-0.008690,-0.017517,-0.014345,-0.008069,-0.001173,-0.000552,-0.008690
6928.00,-0.016959,-0.022613,-0.007914,0.012437,-0.005653,-0.015829,-0.015477,-0.017914,-0.014698,-0.010351,-0.009221,-0.015829
6936.00,-0.050421,-0.067228,-0.023530,0.036975,-0.016807,-0.047059,-0.006554,-0.033530,-0.043698,-0.050505,-0.047143,-0.047059
6944.00,-0.110004,-0.146672,-0.051335,0.080670,-0.036668,-0.102671,0.009334,-0.061335,-0.095337,-0.122005,-0.114672,-0.102671
6952.00,-0.084593,-0.112790,-0.039477,0.062035,-0.028198,-0.078953,0.002558,-0.049477,-0.073314,-0.091511,-0.085872,-0.078953
6960.00,0.173403,0.231204,0.080921,-0.127162,0.057801,0.161843,-0.066241,0.070921,0.150283,0.218084,0.206523,0.161843
6968.00,0.582100,0.776134,0.271647,-0.426874,0.194033,0.543294,-0.175227,0.261647,0.504487,0.708520,0.669714,0.543294
6976.00,0.747966,0.997288,0.349051,-0.548509,0.249322,0.698102,-0.219458,0.339051,0.648238,0.907560,0.857695,0.698102
6984.00,0.432073,0.576098,0.201634,-0.316854,0.144024,0.403268,-0.135220,0.191634,0.374463,0.528488,0.499683,0.403268
6992.00,0.002834,0.003779,0.001323,-0.002078,0.000945,0.002645,-0.020756,-0.008677,0.002456,0.013401,0.013212,0.002645
7000.00,-0.187180,-0.249574,-0.087351,0.137266,-0.062393,-0.174702,0.029915,-0.097351,-0.162223,-0.214617,-0.202138,-0.174702
7008.00,-0.169060,-0.225414,-0.078895,0.123978,-0.056353,-0.157790,0.025083,-0.088895,-0.146519,-0.192873,-0.181602,-0.157790
7016.00,-0.093054,-0.124072,-0.043425,0.068239,-0.031018,-0.086850,0.004814,-0.053425,-0.080647,-0.101664,-0.095461,-0.086850
7024.00,-0.036839,-0.049118,-0.017191,0.027015,-0.012280,-0.034383,-0.010176,-0.027191,-0.031927,-0.034206,-0.031750,-0.034383
7032.00,-0.006990,-0.009321,-0.003262,0.005126,-0.002330,-0.006524,-0.018136,-0.013262,-0.006058,0.001611,0.002077,-0.006524
7040.00,0.000310,0.000413,0.000145,-0.000227,0.000103,0.000289,-0.020083,-0.009855,0.000269,0.010372,0.010351,0.000289
7048.00,-0.001306,-0.001741,-0.000609,0.000958,-0.000435,-0.001219,-0.019652,-0.010609,-0.001132,0.008433,0.008520,-0.001219
7056.00,0.007589,0.010119,0.003542,-0.005565,0.002530,0.007083,-0.022024,-0.006458,0.006577,0.019107,0.018601,0.007083
7064.00,0.020671,0.027561,0.009646,-0.015159,0.006890,0.019293,-0.025512,-0.000354,0.017915,0.034805,0.033427,0.019293
7072.00,0.024857,0.033143,0.011600,-0.018228,0.008286,0.023200,-0.026629,0.001600,0.021543,0.039828,0.038171,0.023200
7080.00,0.032309,0.043078,0.015077,-0.023693,0.010770,0.030155,-0.028616,0.005077,0.028001,0.048770,0.046616,0.030155
7088.00,0.051927,0.069235,0.024232,-0.038079,0.017309,0.048465,-0.033847,0.014232,0.045003,0.072312,0.068850,0.048465
7096.00,0.068371,0.091162,0.031907,-0.050139,0.022790,0.063813,-0.038232,0.021907,0.059255,0.092046,0.087488,0.063813
7104.00,0.078399,0.104532,0.036586,-0.057493,0.026133,0.073172,-0.040906,0.026586,0.067946,0.104079,0.098852,0.073172
7112.00,0.098171,0.130894,0.045813,-0.071992,0.032724,0.091626,-0.046179,0.035813,0.085081,0.127805,0.121260,0.091626
7120.00,0.124139,0.165519,0.057931,-0.091035,0.041380,0.115863,-0.053104,0.047931,0.107587,0.158967,0.150691,0.115863
7128.00,0.140383,0.187177,0.065512,-0.102947,0.046794,0.131024,-0.057435,0.055512,0.121665,0.178460,0.169101,0.131024
7136.00,0.154994,0.206659,0.072331,-0.113662,0.051665,0.144661,-0.061332,0.062331,0.134328,0.195993,0.185660,0.144661
7144.00,0.179161,0.238881,0.083608,-0.131385,0.059720,0.167217,-0.067776,0.073608,0.155273,0.224993,0.213049,0.167217
7152.00,0.198713,0.264951,0.092733,-0.145723,0.066238,0.185466,-0.072990,0.082733,0.172218,0.248456,0.235209,0.185466
7160.00,0.205827,0.274436,0.096053,-0.150940,0.068609,0.192105,-0.074887,0.086053,0.178383,0.256992,0.243271,0.192105
7168.00,0.215737,0.287650,0.100677,-0.158207,0.071912,0.201355,-0.077530,0.090677,0.186972,0.268885,0.254502,0.201355
7176.00,0.228923,0.305231,0.106831,-0.167877,0.076308,0.213662,-0.081046,0.096831,0.198400,0.284708,0.269446,0.213662
7184.00,0.228701,0.304934,0.106727,-0.167714,0.076234,0.213454,-0.080987,0.096727,0.198207,0.284441,0.269194,0.213454
7192.00,0.220055,0.293406,0.102692,-0.161374,0.073352,0.205384,-0.078681,0.092692,0.190714,0.274066,0.259395,0.205384
7200.00,0.217562,0.290083,0.101529,-0.159545,0.072521,0.203058,-0.078017,0.091529,0.188554,0.271074,0.256570,0.203058
7208.00,0.211109,0.281478,0.098517,-0.154813,0.070370,0.197035,-0.076296,0.088517,0.182961,0.263330,0.249257,0.197035
7216.00,0.190783,0.254377,0.089032,-0.139908,0.063594,0.178064,-0.070875,0.079032,0.165345,0.238940,0.226221,0.178064
7224.00,0.171752,0.229003,0.080151,-0.125951,0.057251,0.160302,-0.065801,0.070151,0.148852,0.216102,0.204652,0.160302
7232.00,0.159928,0.213237,0.074633,-0.117281,0.053309,0.149266,-0.062647,0.064633,0.138604,0.201914,0.191252,0.149266
7240.00,0.139818,0.186424,0.065249,-0.102533,0.046606,0.130497,-0.057285,0.055249,0.121176,0.177782,0.168461,0.130497
7248.00,0.113263,0.151017,0.052856,-0.083059,0.037754,0.105712,-0.050203,0.042856,0.098161,0.145916,0.138365,0.105712
7256.00,0.096927,0.129236,0.045233,-0.071080,0.032309,0.090465,-0.045847,0.035233,0.084003,0.126312,0.119851,0.090465
7264.00,0.084384,0.112513,0.039379,-0.061882,0.028128,0.078759,-0.042503,0.029379,0.073133,0.111261,0.105636,0.078759
7272.00,0.062748,0.083664,0.029283,-0.046015,0.020916,0.058565,-0.036733,0.019283,0.054382,0.085298,0.081115,0.058565
7280.00,0.044304,0.059072,0.020675,-0.032490,0.014768,0.041351,-0.031814,0.010675,0.038397,0.063165,0.060212,0.041351
7288.00,0.038012,0.050682,0.017739,-0.027875,0.012671,0.035478,-0.030136,0.007739,0.032944,0.055614,0.053080,0.035478
7296.00,0.028568,0.038090,0.013332,-0.020950,0.009523,0.026663,-0.027618,0.003332,0.024759,0.044281,0.042377,0.026663
7304.00,0.012794,0.017059,0.005971,-0.009382,0.004265,0.011941,-0.023412,-0.004029,0.011088,0.025353,0.024500,0.011941
7312.00,0.006995,0.009327,0.003265,-0.005130,0.002332,0.006529,-0.021865,-0.006735,0.006063,0.018394,0.017928,0.006529
7320.00,0.007877,0.010503,0.003676,-0.005777,0.002626,0.007352,-0.022101,-0.006324,0.006827,0.019452,0.018927,0.007352
7328.00,-0.000100,-0.000134,-0.000047,0.000073,-0.000033,-0.000094,-0.019973,-0.010047,-0.000087,0.009880,0.009886,-0.000094
7336.00,-0.008340,-0.011120,-0.003892,0.006116,-0.002780,-0.007784,-0.017776,-0.013892,-0.007228,-0.000008,0.000548,-0.007784
7344.00,-0.005051,-0.006735,-0.002357,0.003704,-0.001684,-0.004714,-0.018653,-0.012357,-0.004378,0.003939,0.004275,-0.004714
7352.00,-0.003746,-0.004994,-0.001748,0.002747,-0.001249,-0.003496,-0.019001,-0.011748,-0.003246,0.005505,0.005755,-0.003496
7360.00,-0.011597,-0.015463,-0.005412,0.008505,-0.003866,-0.010824,-0.016907,-0.015412,-0.010051,-0.003917,-0.003144,-0.010824
7368.00,-0.012787,-0.017050,-0.005967,0.009377,-0.004262,-0.011935,-0.016590,-0.015967,-0.011082,-0.005345,-0.004492,-0.011935
7376.00,-0.006387,-0.008516,-0.002981,0.004684,-0.002129,-0.005961,-0.018297,-0.012981,-0.005535,0.002336,0.002761,-0.005961
7384.00,-0.008815,-0.011753,-0.004113,0.006464,-0.002938,-0.008227,-0.017649,-0.014113,-0.007639,-0.000578,0.000010,-0.008227
7392.00,-0.015041,-0.020055,-0.007019,0.011030,-0.005014,-0.014039,-0.015989,-0.017019,-0.013036,-0.008050,-0.007047,-0.014039
7400.00,-0.010679,-0.014239,-0.004984,0.007832,-0.003560,-0.009967,-0.017152,-0.014984,-0.009255,-0.002815,-0.002103,-0.009967
7408.00,-0.006257,-0.008342,-0.002920,0.004588,-0.002086,-0.005839,-0.018332,-0.012920,-0.005422,0.002492,0.002909,-0.005839
7416.00,-0.012291,-0.016388,-0.005736,0.009014,-0.004097,-0.011472,-0.016722,-0.015736,-0.010652,-0.004749,-0.003930,-0.011472
7424.00,-0.014366,-0.019155,-0.006704,0.010535,-0.004789,-0.013408,-0.016169,-0.016704,-0.012451,-0.007239,-0.006282,-0.013408
7432.00,-0.007402,-0.009869,-0.003454,0.005428,-0.002467,-0.006908,-0.018026,-0.013454,-0.006415,0.001118,0.001612,-0.006908
7440.00,-0.007742,-0.010323,-0.003613,0.005677,-0.002581,-0.007226,-0.017935,-0.013613,-0.006710,0.000710,0.001226,-0.007226
7448.00,-0.014357,-0.019142,-0.006700,0.010528,-0.004786,-0.013399,-0.016172,-0.016700,-0.012442,-0.007228,-0.006271,-0.013399
7456.00,-0.011297,-0.015063,-0.005272,0.008285,-0.003766,-0.010544,-0.016987,-0.015272,-0.009791,-0.003557,-0.002803,-0.010544
7464.00,-0.005577,-0.007436,-0.002603,0.004090,-0.001859,-0.005205,-0.018513,-0.012603,-0.004833,0.003308,0.003680,-0.005205
7472.00,-0.010519,-0.014026,-0.004909,0.007714,-0.003506,-0.009818,-0.017195,-0.014909,-0.009117,-0.002623,-0.001922,-0.009818
7480.00,-0.014120,-0.018827,-0.006589,0.010355,-0.004707,-0.013179,-0.016235,-0.016589,-0.012238,-0.006944,-0.006003,-0.013179
7488.00,-0.007556,-0.010075,-0.003526,0.005541,-0.002519,-0.007052,-0.017985,-0.013526,-0.006549,0.000933,0.001437,-0.007052
7496.00,-0.006138,-0.008184,-0.002865,0.004501,-0.002046,-0.005729,-0.018363,-0.012865,-0.005320,0.002634,0.003043,-0.005729
7504.00,-0.012953,-0.017271,-0.006045,0.009499,-0.004318,-0.012089,-0.016546,-0.016045,-0.011226,-0.005544,-0.004680,-0.012089
7512.00,-0.011532,-0.015375,-0.005381,0.008456,-0.003844,-0.010763,-0.016925,-0.015381,-0.009994,-0.003838,-0.003069,-0.010763
7520.00,-0.004959,-0.006611,-0.002314,0.003636,-0.001653,-0.004628,-0.018678,-0.012314,-0.004297,0.004050,0.004380,-0.004628
7528.00,-0.008540,-0.011387,-0.003986,0.006263,-0.002847,-0.007971,-0.017723,-0.013986,-0.007402,-0.000249,0.000321,-0.007971
7536.00,-0.013436,-0.017915,-0.006270,0.009853,-0.004479,-0.012541,-0.016417,-0.016270,-0.011645,-0.006124,-0.005228,-0.012541
7544.00,-0.007593,-0.010124,-0.003543,0.005568,-0.002531,-0.007087,-0.017975,-0.013543,-0.006581,0.000889,0.001395,-0.007087
7552.00,-0.004211,-0.005614,-0.001965,0.003088,-0.001404,-0.003930,-0.018877,-0.011965,-0.003649,0.004947,0.005228,-0.003930
7560.00,-0.010032,-0.013376,-0.004682,0.007357,-0.003344,-0.009363,-0.017325,-0.014682,-0.008694,-0.002038,-0.001369,-0.009363
7568.00,-0.008595,-0.011460,-0.004011,0.006303,-0.002865,-0.008022,-0.017708,-0.014011,-0.007449,-0.000314,0.000259,-0.008022
7576.00,0.001947,0.002597,0.000909,-0.001428,0.000649,0.001818,-0.020519,-0.009091,0.001688,0.012337,0.012207,0.001818
7584.00,0.006292,0.008390,0.002936,-0.004614,0.002097,0.005873,-0.021678,-0.007064,0.005453,0.017551,0.017131,0.005873
7592.00,0.010452,0.013936,0.004878,-0.007665,0.003484,0.009755,-0.022787,-0.005122,0.009058,0.022542,0.021846,0.009755
7600.00,0.029065,0.038753,0.013564,-0.021314,0.009688,0.027127,-0.027751,0.003564,0.025190,0.044878,0.042940,0.027127
